selling_price,year,km_driven,mileage,engine,max_power,make,model,transmission_type,seats_coupe,seats_family,seats_large,fuel_cng,fuel_diesel,fuel_electric,fuel_lpg,fuel_petrol,seller_dealer,seller_individual,seller_trustmark dealer
2.25,2014.0,120000,18.9,1197.0,82.0,Hyundai,Grand i10 Era,1,0,1,0,0,0,0,0,1,0,1,0
3.21,2017.0,10000,24.7,796.0,47.3,Maruti,Alto 800 LXI,1,0,1,0,0,0,0,0,1,0,1,0
4.25,2013.0,67000,19.01,1461.0,108.45,Renault,Duster 110PS Diesel RxZ,1,0,1,0,0,1,0,0,0,1,0,0
14.0,2018.0,40000,16.0,2179.0,140.0,Mahindra,XUV500 AT W6 2WD,0,0,1,0,0,1,0,0,0,0,1,0
5.8,2016.0,70100,22.54,1396.0,88.73,Hyundai,i20 1.4 Magna Executive,1,0,1,0,0,1,0,0,0,1,0,0
4.0,2014.0,65000,19.64,1461.0,108.45,Renault,Duster 110PS Diesel RxL Explore,1,0,1,0,0,1,0,0,0,1,0,0
5.75,2017.0,28000,17.0,1198.0,73.75,Volkswagen,Ameo 1.2 MPI Comfortline,1,0,1,0,0,0,0,0,1,1,0,0
5.0,2007.0,60000,13.93,2179.0,138.1,Tata,Safari 2005-2017 Dicor VX 4X2,1,0,1,0,0,1,0,0,0,0,1,0
3.9,2014.0,45000,16.78,1496.0,88.73,Toyota,Etios V,1,0,1,0,0,0,0,0,1,1,0,0
5.5,2015.0,42000,19.01,1461.0,108.45,Renault,Duster 110PS Diesel RxL,1,0,1,0,0,1,0,0,0,1,0,0
2.45,2012.0,50898,25.44,936.0,56.3,Chevrolet,Beat Diesel PS,1,0,1,0,0,1,0,0,0,1,0,0
5.75,2015.0,47000,20.85,1197.0,83.14,Maruti,Swift Dzire ZXI,1,0,1,0,0,0,0,0,1,1,0,0
1.5,2007.0,110000,17.92,1086.0,62.1,Hyundai,Santro Xing GLS,1,0,1,0,0,0,0,0,1,0,1,0
7.25,2017.0,78000,24.3,1248.0,88.5,Maruti,Vitara Brezza VDi Option,1,0,1,0,0,1,0,0,0,0,1,0
3.0,2016.0,15000,23.01,999.0,67.0,Renault,KWID 1.0,1,0,1,0,0,0,0,0,1,0,1,0
3.1,2018.0,50000,24.7,796.0,47.3,Maruti,Alto 800 VXI,1,0,1,0,0,0,0,0,1,0,1,0
9.5,2018.0,25358,21.7,1498.0,98.96,Ford,Ecosport 2015-2021 1.5 Diesel Titanium Plus,1,0,1,0,0,1,0,0,0,1,0,0
8.5,2015.0,100000,15.4,2179.0,120.0,Mahindra,Scorpio S10 7 Seater,1,0,1,0,0,1,0,0,0,0,1,0
5.0,2018.0,35000,18.9,1197.0,81.86,Hyundai,Grand i10 1.2 Kappa Sportz Option,1,0,1,0,0,0,0,0,1,0,1,0
2.0,2017.0,200000,16.8,796.0,34.2,Maruti,Omni E MPI STD BS IV,1,0,0,1,0,0,0,0,1,0,1,0
3.95,2016.0,78000,24.0,1186.0,73.97,Hyundai,Grand i10 1.2 CRDi Magna,1,0,1,0,0,1,0,0,0,1,0,0
2.95,2017.0,15000,20.63,1198.0,67.0,Datsun,GO A EPS,1,0,1,0,0,0,0,0,1,0,1,0
4.8,2014.0,71000,20.34,1498.0,103.2,Volkswagen,Vento 1.5 TDI Comfortline,1,0,1,0,0,1,0,0,0,1,0,0
12.0,2010.0,140000,11.5,2982.0,171.0,Toyota,Fortuner 3.0 Diesel,1,0,1,0,0,1,0,0,0,0,1,0
4.75,2014.0,34000,19.87,1461.0,83.8,Renault,Duster 85PS Diesel RxL,1,0,1,0,0,1,0,0,0,1,0,0
5.15,2018.0,80000,25.4,1186.0,73.97,Hyundai,Xcent 1.2 CRDi SX,1,0,1,0,0,1,0,0,0,0,1,0
13.3,2018.0,35000,19.67,1582.0,126.2,Hyundai,Creta 1.6 CRDi SX Option,1,0,1,0,0,1,0,0,0,0,1,0
7.0,2018.0,5000,21.01,1197.0,81.8,Maruti,Baleno Zeta,1,0,1,0,0,0,0,0,1,0,1,0
5.7,2017.0,65000,22.27,1498.0,108.6,Volkswagen,Vento 1.5 TDI Highline,1,0,1,0,0,1,0,0,0,1,0,0
6.5,2015.0,96000,20.4,1461.0,108.45,Renault,Fluence E2 D,1,0,1,0,0,1,0,0,0,0,1,0
2.49,2015.0,35000,21.1,814.0,55.2,Hyundai,EON Era Plus,1,0,1,0,0,0,0,0,1,1,0,0
5.15,2018.0,21814,23.84,1199.0,83.83,Tata,Tiago 2019-2020 XZ,1,0,1,0,0,0,0,0,1,1,0,0
8.7,2018.0,40000,23.0,1498.0,98.96,Ford,Ecosport 2015-2021 Signature Edition Diesel BSIV,1,0,1,0,0,1,0,0,0,0,1,0
5.5,2015.0,45000,22.54,1396.0,88.76,Hyundai,i20 Diesel Sportz,1,0,1,0,0,1,0,0,0,1,0,0
4.5,2014.0,56815,19.1,1197.0,85.8,Maruti,Swift Dzire ZXI,1,0,1,0,0,0,0,0,1,1,0,0
6.65,2015.0,45000,17.4,1497.0,117.3,Honda,City i VTEC VX Option,1,0,1,0,0,0,0,0,1,1,0,0
3.0,2008.0,95000,13.6,2523.0,63.0,Mahindra,Bolero SLX,1,0,1,0,0,1,0,0,0,0,1,0
8.5,2019.0,25000,23.7,1396.0,88.76,Hyundai,Venue S Diesel BSIV,1,0,1,0,0,1,0,0,0,0,1,0
2.0,2009.0,50000,18.8,1248.0,90.0,Tata,Manza Aura Quadrajet,1,0,1,0,0,1,0,0,0,0,1,0
3.8,2018.0,66000,22.95,1248.0,74.0,Tata,Zest Quadrajet 1.3 75PS XE,1,0,1,0,0,1,0,0,0,0,1,0
1.3,2008.0,45000,18.2,998.0,67.1,Maruti,Zen Estilo LXI BSIII,1,0,1,0,0,0,0,0,1,0,1,0
6.0,2015.0,15000,26.59,1248.0,74.0,Maruti,Swift Dzire VDI Optional,1,0,1,0,0,1,0,0,0,0,1,0
4.0,2014.0,30000,15.4,1997.0,120.0,Mahindra,Scorpio 1.99 S4 9S,1,0,0,1,0,1,0,0,0,1,0,0
3.0,2018.0,65000,18.15,1198.0,82.0,Mahindra,KUV100 NXT G80 K2,1,0,1,0,0,0,0,0,1,0,1,0
2.65,2013.0,32000,20.36,1197.0,78.9,Hyundai,i10 Magna,1,0,1,0,0,0,0,0,1,0,1,0
19.99,2015.0,41000,19.59,1995.0,184.0,BMW,3 Series GT 320d Luxury Line,0,0,1,0,0,1,0,0,0,1,0,0
9.5,2018.0,50000,16.55,2498.0,105.0,Mahindra,Thar CRDe,1,0,1,0,0,1,0,0,0,0,1,0
3.0,2014.0,70000,24.4,1120.0,71.01,Hyundai,Xcent 1.1 CRDi S Option,1,0,1,0,0,1,0,0,0,0,1,0
3.5,2019.0,10000,25.17,799.0,53.3,Renault,KWID RXL,1,0,1,0,0,0,0,0,1,0,1,0
6.0,2013.0,163168,15.1,2179.0,140.0,Mahindra,XUV500 W8 2WD,1,0,1,0,0,1,0,0,0,0,1,0
3.8,2013.0,60000,22.9,1248.0,74.0,Maruti,Swift VDI,1,0,1,0,0,1,0,0,0,0,1,0
2.25,2010.0,65000,15.0,1368.0,90.0,Tata,Manza Aura Plus Safire,1,0,1,0,0,0,0,0,1,1,0,0
14.5,2014.0,4900,20.0,2143.0,136.0,Mercedes-Benz,A-Class A200 CDI Sport,0,0,1,0,0,1,0,0,0,1,0,0
7.49,2017.0,22542,25.5,1498.0,98.6,Honda,WR-V i-DTEC S,1,0,1,0,0,1,0,0,0,1,0,0
7.5,2019.0,25000,18.49,1493.0,100.0,Mahindra,TUV 300 T4 Plus,1,0,1,0,0,1,0,0,0,0,1,0
6.0,2012.0,80000,12.05,2179.0,120.0,Mahindra,Scorpio LX,1,0,0,1,0,1,0,0,0,0,1,0
6.5,2017.0,42000,25.1,1248.0,88.5,Maruti,S-Cross 2017-2020 Delta DDiS 200 SH,1,0,1,0,0,1,0,0,0,0,1,0
2.1,2011.0,43785,20.36,1197.0,78.9,Hyundai,i10 Sportz,1,0,1,0,0,0,0,0,1,1,0,0
3.0,2015.0,65000,24.0,1120.0,70.0,Hyundai,Grand i10 CRDi Asta Option,1,0,1,0,0,1,0,0,0,1,0,0
9.05,2019.0,20000,17.0,1497.0,121.31,Ford,Ecosport 2015-2021 1.5 Petrol Titanium BSIV,1,0,1,0,0,0,0,0,1,0,1,0
14.0,2010.0,41000,9.74,1984.0,208.0,Audi,Q5 2.0 TFSI Quattro,0,0,1,0,0,0,0,0,1,1,0,0
4.15,2014.0,133000,20.45,1461.0,83.8,Renault,Duster 85PS Diesel RxL Plus,1,0,1,0,0,1,0,0,0,0,1,0
4.25,2018.0,10983,21.5,1197.0,81.8,Maruti,Wagon R VXI 1.2 BSIV,1,0,1,0,0,0,0,0,1,1,0,0
1.25,2011.0,90000,18.6,1199.0,79.4,Chevrolet,Beat LT,1,0,1,0,0,0,0,0,1,0,1,0
11.95,2018.0,9000,17.0,1591.0,121.3,Hyundai,Verna VTVT 1.6 SX Option,1,0,1,0,0,0,0,0,1,1,0,0
6.2,2016.0,68000,22.54,1396.0,88.73,Hyundai,i20 Asta 1.4 CRDi,1,0,1,0,0,1,0,0,0,0,1,0
3.89,2015.0,34125,19.1,1197.0,82.0,Hyundai,Xcent 1.2 Kappa SX Option,1,0,1,0,0,0,0,0,1,1,0,0
2.24,2012.0,40000,20.92,998.0,67.1,Maruti,Alto K10 2010-2014 VXI,1,0,1,0,0,0,0,0,1,0,1,0
2.8,2002.0,30000,11.96,1298.0,80.0,Maruti,Gypsy King ST BSIII,1,0,0,1,0,0,0,0,1,0,1,0
0.55,2006.0,45000,21.79,998.0,67.05,Maruti,Wagon R LXI,1,0,1,0,0,0,0,0,1,1,0,0
5.7,2018.0,20000,21.4,1197.0,83.1,Maruti,Baleno Delta 1.2,1,0,1,0,0,0,0,0,1,0,1,0
1.62,2013.0,40000,15.37,1196.0,73.0,Maruti,Eeco 7 Seater Standard BSIV,1,0,1,0,0,0,0,0,1,0,1,0
16.5,2018.0,60000,13.68,2393.0,147.8,Toyota,Innova Crysta 2016-2020 2.4 VX MT BSIV,1,0,1,0,0,1,0,0,0,0,1,0
6.6,2019.0,30000,26.1,1498.0,99.23,Ford,Aspire Titanium Diesel BSIV,1,0,1,0,0,1,0,0,0,0,1,0
3.68,2020.0,10000,15.37,1196.0,73.0,Maruti,Eeco 5 Seater Standard BSIV,1,0,1,0,0,0,0,0,1,0,1,0
4.49,2016.0,32568,28.09,1248.0,88.5,Maruti,Ciaz VDI SHVS,1,0,1,0,0,1,0,0,0,1,0,0
2.0,2012.0,70000,19.7,796.0,46.3,Maruti,Alto LX,1,0,1,0,0,0,0,0,1,0,1,0
2.2,2014.0,37779,24.7,796.0,47.3,Maruti,Alto 800 LXI BSIV,1,0,1,0,0,0,0,0,1,1,0,0
2.75,2016.0,50000,25.17,799.0,53.3,Renault,KWID RXT,1,0,1,0,0,0,0,0,1,0,1,0
1.2,2011.0,200000,14.0,796.0,35.0,Maruti,Omni 8 Seater BSIV,1,0,1,0,0,0,0,0,1,0,1,0
6.35,2016.0,52000,24.3,1248.0,88.5,Maruti,Vitara Brezza VDi,1,0,1,0,0,1,0,0,0,1,0,0
2.49,2009.0,45000,14.0,1595.0,102.0,Volkswagen,Jetta 1.6 Trendline,1,0,1,0,0,0,0,0,1,1,0,0
16.0,2020.0,20000,15.1,2179.0,152.87,Mahindra,XUV500 W11 Option,1,0,1,0,0,1,0,0,0,0,1,0
6.5,2018.0,18000,18.6,1197.0,81.83,Hyundai,i20 1.2 Spotz,1,0,1,0,0,0,0,0,1,0,1,0
3.6,2017.0,40000,23.1,998.0,67.04,Maruti,Celerio LXI,1,0,1,0,0,0,0,0,1,0,1,0
5.0,2016.0,96759,21.66,1498.0,108.62,Volkswagen,Ameo 1.5 TDI Highline,1,0,1,0,0,1,0,0,0,1,0,0
8.35,2019.0,11000,19.0,1199.0,88.76,Honda,Amaze V CVT Petrol BSIV,0,0,1,0,0,0,0,0,1,1,0,0
1.2,2006.0,60000,18.9,998.0,67.1,Maruti,Wagon R LX,1,0,1,0,0,0,0,0,1,0,1,0
5.3,2016.0,80000,26.59,1248.0,74.0,Maruti,Swift Dzire VDI,1,0,1,0,0,1,0,0,0,0,1,0
7.5,2018.0,12550,22.0,1197.0,81.8,Maruti,Swift ZXI Plus,1,0,1,0,0,0,0,0,1,0,1,0
2.84,2012.0,110000,19.3,1248.0,73.9,Maruti,Swift Dzire VDi,1,0,1,0,0,1,0,0,0,0,1,0
3.55,2014.0,35000,16.78,1496.0,88.73,Toyota,Etios G,1,0,1,0,0,0,0,0,1,1,0,0
1.9,2008.0,34273,16.1,1298.0,88.2,Maruti,Swift VXI BSIII,1,0,1,0,0,0,0,0,1,1,0,0
3.5,2017.0,30000,19.49,1198.0,67.04,Nissan,Micra Active XV Petrol,1,0,1,0,0,0,0,0,1,0,1,0
7.9,2017.0,17637,28.4,1248.0,74.02,Maruti,Swift Dzire AMT VDI,0,0,1,0,0,1,0,0,0,1,0,0
10.4,2019.0,4500,19.01,1462.0,103.2,Maruti,XL6 Alpha,1,0,1,0,0,0,0,0,1,0,1,0
2.75,2013.0,91000,23.08,1461.0,63.1,Nissan,Micra Diesel XV,1,0,1,0,0,1,0,0,0,1,0,0
3.5,2018.0,50000,23.84,1199.0,84.0,Tata,Tiago 1.2 Revotron XT,1,0,1,0,0,0,0,0,1,0,1,0
3.0,2015.0,20000,15.37,1196.0,73.0,Maruti,Eeco 7 Seater Standard BSIV,1,0,1,0,0,0,0,0,1,0,1,0
6.5,2019.0,9000,21.21,1197.0,81.8,Maruti,Swift Dzire VXI 1.2,1,0,1,0,0,0,0,0,1,0,1,0
2.99,2013.0,44000,16.95,1498.0,97.6,Renault,Scala RxL,1,0,1,0,0,0,0,0,1,1,0,0
3.5,2013.0,80000,25.8,1498.0,98.6,Honda,Amaze VX i-DTEC,1,0,1,0,0,1,0,0,0,0,1,0
4.1,2017.0,10000,20.51,998.0,67.0,Maruti,Wagon R AMT VXI Option,0,0,1,0,0,0,0,0,1,0,1,0
12.9,2017.0,57000,19.5,1968.0,141.0,Skoda,Octavia 2.0 TDI AT Style Plus,0,0,1,0,0,1,0,0,0,1,0,0
0.7,2006.0,70000,19.7,796.0,46.3,Maruti,Alto LX,1,0,1,0,0,0,0,0,1,0,1,0
9.5,2010.0,70000,9.9,3498.0,271.72,Mercedes-Benz,CLS-Class 350,0,1,0,0,0,0,0,0,1,0,1,0
40.0,2013.0,24000,9.52,2993.0,313.0,BMW,6 Series 640d Coupe,0,1,0,0,0,1,0,0,0,1,0,0
6.7,2015.0,30000,15.9,1496.0,120.69,Ford,Ecosport 2015-2021 1.5 Petrol Titanium,1,0,1,0,0,0,0,0,1,0,1,0
2.75,2016.0,15000,21.1,814.0,55.2,Hyundai,EON Sportz,1,0,1,0,0,0,0,0,1,0,1,0
2.1,2013.0,40000,18.6,1199.0,79.4,Chevrolet,Beat LS,1,0,1,0,0,0,0,0,1,0,1,0
3.42,2018.0,60000,18.16,1196.0,86.8,Ford,Figo 1.2P Trend MT,1,0,1,0,0,0,0,0,1,0,1,0
4.25,2018.0,15000,23.1,998.0,67.04,Maruti,Celerio ZXI MT BSIV,1,0,1,0,0,0,0,0,1,0,1,0
5.3,2019.0,1041,19.02,1198.0,67.05,Datsun,GO T,1,0,1,0,0,0,0,0,1,1,0,0
4.5,2013.0,100000,14.09,1596.0,99.6,Ford,Classic 1.6 Duratec Titanium,1,0,1,0,0,0,0,0,1,0,1,0
2.7,2016.0,36172,24.7,796.0,47.3,Maruti,Alto 800 LXI,1,0,1,0,0,0,0,0,1,1,0,0
4.0,2018.0,6000,21.79,998.0,67.05,Maruti,Wagon R LXI,1,0,1,0,0,0,0,0,1,1,0,0
8.5,2016.0,60000,14.1,2179.0,147.94,Tata,Safari Storme EX,1,0,1,0,0,1,0,0,0,0,1,0
7.5,2019.0,7200,17.4,1197.0,81.86,Hyundai,i20 Asta Option CVT BSIV,0,0,1,0,0,0,0,0,1,0,1,0
2.35,2013.0,71000,23.2,1248.0,73.94,Maruti,Ritz LDi,1,0,1,0,0,1,0,0,0,1,0,0
3.15,2012.0,25000,20.36,1197.0,78.9,Hyundai,i10 Asta,1,0,1,0,0,0,0,0,1,0,1,0
2.7,2017.0,25000,21.1,814.0,55.2,Hyundai,EON Era Plus,1,0,1,0,0,0,0,0,1,0,1,0
3.4,2012.0,13000,20.36,1197.0,78.9,Hyundai,i10 Sportz 1.2,1,0,1,0,0,0,0,0,1,1,0,0
2.5,2007.0,70000,13.5,1799.0,130.0,Honda,Civic 1.8 S MT,1,0,1,0,0,0,0,0,1,0,1,0
5.65,2020.0,12000,20.3,1199.0,112.44,Tata,Tigor JTP Petrol,1,0,1,0,0,0,0,0,1,1,0,0
2.5,2011.0,80000,20.36,1197.0,78.9,Hyundai,i10 Magna,1,0,1,0,0,0,0,0,1,0,1,0
6.7,2016.0,25000,28.09,1248.0,88.5,Maruti,Ciaz ZDi Plus SHVS,1,0,1,0,0,1,0,0,0,0,1,0
3.6,2014.0,78000,20.14,1498.0,88.8,Volkswagen,Polo 1.5 TDI Comfortline,1,0,1,0,0,1,0,0,0,1,0,0
3.15,2018.0,17000,22.74,796.0,47.3,Maruti,Alto 800 LXI,1,0,1,0,0,0,0,0,1,1,0,0
21.0,2014.0,15000,14.94,2967.0,241.4,Audi,A4 3.0 TDI Quattro Premium,0,0,1,0,0,1,0,0,0,0,1,0
3.55,2013.0,110000,20.45,1461.0,83.8,Renault,Duster 85PS Diesel RxL Optional with Nav,1,0,1,0,0,1,0,0,0,0,1,0
2.5,2015.0,85000,25.83,1498.0,99.0,Ford,Figo 1.5D Titanium MT,1,0,1,0,0,1,0,0,0,0,1,0
4.6,2017.0,82000,18.44,1198.0,75.0,Nissan,Micra XL,1,0,1,0,0,0,0,0,1,1,0,0
4.15,2011.0,90000,12.8,2494.0,102.0,Toyota,Innova 2.5 G1 Diesel 8-seater,1,0,0,1,0,1,0,0,0,0,1,0
2.25,2013.0,64000,30.46,796.0,47.3,Maruti,Alto 800 CNG LXI,1,0,1,0,1,0,0,0,0,1,0,0
1.8,2010.0,100000,21.12,1248.0,88.8,Tata,Manza Aqua Quadrajet BS IV,1,0,1,0,0,1,0,0,0,0,1,0
9.25,2017.0,25000,24.3,1248.0,88.5,Maruti,Vitara Brezza ZDi Plus,1,0,1,0,0,1,0,0,0,1,0,0
2.4,2012.0,80416,23.95,998.0,67.05,Maruti,Alto K10 VXI,1,0,1,0,0,0,0,0,1,1,0,0
1.7,2012.0,22215,19.7,796.0,46.3,Maruti,Alto LXi,1,0,1,0,0,0,0,0,1,1,0,0
12.5,2010.0,60000,16.55,1968.0,140.0,Audi,A4 2.0 TDI Multitronic,0,0,1,0,0,1,0,0,0,1,0,0
4.0,2014.0,62000,25.2,1248.0,74.0,Maruti,Swift VDI BSIV,1,0,1,0,0,1,0,0,0,0,1,0
2.99,2009.0,57500,17.0,1497.0,118.0,Honda,City 1.5 S MT,1,0,1,0,0,0,0,0,1,1,0,0
5.5,2016.0,60000,21.19,1396.0,88.73,Hyundai,i20 Active 1.4 SX,1,0,1,0,0,1,0,0,0,0,1,0
7.1,2018.0,4000,18.6,1197.0,81.83,Hyundai,i20 1.2 Asta Option,1,0,1,0,0,0,0,0,1,1,0,0
5.65,2018.0,17000,19.69,1198.0,67.04,Nissan,Micra Active XV,1,0,1,0,0,0,0,0,1,1,0,0
3.75,2018.0,40000,20.51,998.0,67.04,Maruti,Wagon R VXI,1,0,1,0,0,0,0,0,1,0,1,0
3.25,2015.0,100000,19.09,1405.0,69.01,Tata,Indigo LX (TDI) BS-III,1,0,1,0,0,1,0,0,0,0,1,0
4.0,2011.0,93292,17.0,1497.0,118.0,Honda,City 1.5 V MT Exclusive,1,0,1,0,0,0,0,0,1,1,0,0
3.8,2018.0,52000,21.79,998.0,67.05,Maruti,Wagon R LXI,1,0,1,0,0,0,0,0,1,0,1,0
3.49,2020.0,10000,20.71,799.0,53.64,Datsun,redi-GO T Option,1,0,1,0,0,0,0,0,1,1,0,0
5.5,2016.0,100000,20.45,1461.0,83.8,Nissan,Terrano XL 85 PS,1,0,1,0,0,1,0,0,0,0,1,0
8.3,2018.0,48000,28.4,1248.0,74.0,Maruti,Swift ZDI Plus,1,0,1,0,0,1,0,0,0,1,0,0
4.6,2018.0,9945,20.51,998.0,67.0,Maruti,Wagon R AMT VXI,0,0,1,0,0,0,0,0,1,1,0,0
1.27,2009.0,90000,17.92,1086.0,62.1,Hyundai,Santro Xing GLS,1,0,1,0,0,0,0,0,1,0,1,0
2.3,2011.0,25000,15.6,1196.0,70.0,Ford,Figo Petrol ZXI,1,0,1,0,0,0,0,0,1,0,1,0
1.25,2010.0,40000,18.0,995.0,62.0,Chevrolet,Spark 1.0 LS,1,0,1,0,0,0,0,0,1,0,1,0
9.35,2016.0,52000,21.38,1396.0,88.7,Hyundai,Creta 1.4 CRDi S,1,0,1,0,0,1,0,0,0,1,0,0
5.5,2011.0,8000,17.01,1591.0,121.3,Hyundai,Verna 1.6 VTVT,1,0,1,0,0,0,0,0,1,1,0,0
4.4,2018.0,15000,20.89,1197.0,81.8,Maruti,Ignis 1.2 Sigma BSIV,1,0,1,0,0,0,0,0,1,0,1,0
0.8,2002.0,123500,17.3,1061.0,64.0,Maruti,Wagon R VXI BSIII,1,0,1,0,0,0,0,0,1,0,1,0
5.1,2015.0,65122,28.4,1248.0,74.0,Maruti,Swift VDI,1,0,1,0,0,1,0,0,0,1,0,0
1.4,2011.0,70000,17.92,1086.0,62.1,Hyundai,Santro Xing GL Plus,1,0,1,0,0,0,0,0,1,0,1,0
5.65,2015.0,34520,16.02,1373.0,93.7,Maruti,Ertiga VXI,1,0,1,0,0,0,0,0,1,1,0,0
2.5,2012.0,64000,20.36,1197.0,78.9,Hyundai,i10 Magna 1.2 iTech SE,1,0,1,0,0,0,0,0,1,0,1,0
4.7,2014.0,110000,23.59,1364.0,67.06,Toyota,Etios Cross 1.4L GD,1,0,1,0,0,1,0,0,0,1,0,0
4.25,2015.0,50000,18.6,1197.0,81.83,Hyundai,i20 Magna 1.2,1,0,1,0,0,0,0,0,1,0,1,0
3.19,2014.0,46532,25.8,1498.0,98.6,Honda,Amaze S i-Dtech,1,0,1,0,0,1,0,0,0,1,0,0
0.99,2010.0,35000,18.0,995.0,62.0,Chevrolet,Spark 1.0 LS,1,0,1,0,0,0,0,0,1,0,1,0
2.8,2017.0,120000,22.95,1248.0,74.0,Tata,Zest Quadrajet 1.3 75PS XE,1,0,1,0,0,1,0,0,0,0,1,0
4.2,2018.0,9700,20.51,998.0,67.04,Maruti,Wagon R VXI Optional,1,0,1,0,0,0,0,0,1,0,1,0
4.0,2011.0,120000,14.0,2498.0,112.0,Mahindra,Xylo E8,1,0,0,1,0,1,0,0,0,0,1,0
1.65,2012.0,75000,19.7,796.0,46.3,Maruti,Alto LXi,1,0,1,0,0,0,0,0,1,0,1,0
15.0,2018.0,40000,15.1,2179.0,152.87,Mahindra,XUV500 W11 BSIV,1,0,1,0,0,1,0,0,0,0,1,0
4.0,2013.0,400000,13.7,1368.0,88.8,Tata,Manza ELAN Safire BS IV,1,0,1,0,0,0,0,0,1,0,1,0
2.4,2016.0,30000,22.74,796.0,47.3,Maruti,Alto 800 LXI,1,0,1,0,0,0,0,0,1,0,1,0
2.35,2015.0,127357,27.3,1498.0,98.6,Honda,Jazz 1.5 SV i DTEC,1,0,1,0,0,1,0,0,0,1,0,0
5.5,2018.0,10000,17.0,1198.0,108.5,Tata,Nexon 1.2 Revotron XM,1,0,1,0,0,0,0,0,1,0,1,0
7.8,2017.0,10000,22.0,1197.0,81.8,Maruti,Swift Dzire AMT ZXI Plus BS IV,0,0,1,0,0,0,0,0,1,0,1,0
19.5,2019.0,6006,13.68,2393.0,147.51,Toyota,Innova Crysta 2016-2020 2.4 ZX MT,1,0,1,0,0,1,0,0,0,1,0,0
6.2,2014.0,13000,15.8,1499.0,110.0,Ford,Ecosport 1.5 Ti VCT MT Titanium,1,0,1,0,0,0,0,0,1,1,0,0
5.5,2018.0,70000,25.4,1186.0,73.97,Hyundai,Xcent 1.2 CRDi S,1,0,1,0,0,1,0,0,0,0,1,0
2.2,2012.0,56890,18.9,998.0,67.1,Maruti,Wagon R AX Minor,0,0,1,0,0,0,0,0,1,1,0,0
5.0,2015.0,113000,19.64,1461.0,108.45,Renault,Duster 110PS Diesel RxL Explore,1,0,1,0,0,1,0,0,0,0,1,0
4.3,2020.0,23323,22.3,799.0,53.26,Renault,KWID RXT,1,0,1,0,0,0,0,0,1,1,0,0
0.8,2008.0,100000,19.7,796.0,46.3,Maruti,Alto STD,1,0,1,0,0,0,0,0,1,0,1,0
2.4,2009.0,55812,18.9,1061.0,67.0,Maruti,Wagon R LXI Minor,1,0,1,0,0,0,0,0,1,1,0,0
7.2,2018.0,20000,28.4,1248.0,74.02,Maruti,Swift Dzire ZDI Plus,1,0,1,0,0,1,0,0,0,0,1,0
2.0,2014.0,40040,25.44,936.0,56.3,Chevrolet,Beat Diesel PS,1,0,1,0,0,1,0,0,0,1,0,0
1.9,2012.0,77000,25.44,936.0,57.6,Chevrolet,Beat Diesel LT,1,0,1,0,0,1,0,0,0,0,1,0
33.0,2017.0,52000,19.59,1995.0,187.74,BMW,3 Series 320d GT Luxury Line,0,0,1,0,0,1,0,0,0,1,0,0
6.4,2018.0,10000,22.0,1197.0,81.8,Maruti,Swift ZXI Plus BSIV,1,0,1,0,0,0,0,0,1,0,1,0
5.0,2019.0,4500,24.04,999.0,67.0,Renault,KWID Climber 1.0 AMT,0,0,1,0,0,0,0,0,1,1,0,0
2.35,2013.0,33682,22.74,796.0,47.3,Maruti,Alto 800 LXI,1,0,1,0,0,0,0,0,1,1,0,0
5.5,2015.0,77506,25.83,1498.0,99.0,Ford,Aspire 1.5 TDCi Ambiente,1,0,1,0,0,1,0,0,0,1,0,0
2.15,2012.0,55261,20.0,1399.0,68.05,Ford,Figo Diesel Titanium,1,0,1,0,0,1,0,0,0,1,0,0
6.7,2014.0,47000,12.05,2179.0,120.0,Mahindra,Scorpio VLX 2WD AIRBAG BSIV,1,0,0,1,0,1,0,0,0,0,1,0
3.3,2018.0,20000,24.04,999.0,67.0,Renault,KWID AMT RXL,0,0,1,0,0,0,0,0,1,0,1,0
5.5,2017.0,250000,15.3,2956.0,83.83,Tata,Sumo Gold EX,1,0,1,0,0,1,0,0,0,0,1,0
4.0,2011.0,120000,13.6,2523.0,63.0,Mahindra,Bolero SLE BSIII,1,0,1,0,0,1,0,0,0,0,1,0
5.25,2019.0,40000,21.21,1197.0,81.8,Maruti,Swift VXI,1,0,1,0,0,0,0,0,1,0,1,0
3.8,2013.0,40000,24.0,1120.0,70.0,Hyundai,Grand i10 CRDi Sportz,1,0,1,0,0,1,0,0,0,0,1,0
3.5,2013.0,73000,21.64,1461.0,84.8,Nissan,Sunny Diesel XV,1,0,1,0,0,1,0,0,0,0,1,0
5.25,2017.0,45000,19.3,1248.0,73.9,Maruti,Swift Dzire VDi,1,0,1,0,0,1,0,0,0,1,0,0
5.4,2017.0,48000,18.1,1199.0,88.7,Honda,Amaze S CVT i-VTEC,0,0,1,0,0,0,0,0,1,0,1,0
2.9,2013.0,72000,18.9,998.0,67.1,Maruti,Wagon R VXI,1,0,1,0,0,0,0,0,1,1,0,0
2.15,2016.0,60000,23.01,999.0,67.0,Renault,KWID 1.0 RXT Optional,1,0,1,0,0,0,0,0,1,0,1,0
25.0,2016.0,32000,17.05,1995.0,184.0,BMW,X1 sDrive 20d M Sport,0,0,1,0,0,1,0,0,0,0,1,0
7.9,2019.0,5000,15.96,2523.0,62.1,Mahindra,Bolero 2011-2019 SLE,1,0,1,0,0,1,0,0,0,0,1,0
